title,genres,description,url,price,discount,original_price,launch_date,is_error,reviews,general_reviews,tags
Hero Siege - Illusionist Class,Arcade y ritmo-Hack and slash-Matamarcianos-Roguelike-Rol de acción,"The Illusionist is a sorceress of Sand and Time. With a flick of her wrist, she conjures ethereal Sand Guardians to do her bidding, while her command over time and space bends reality itself to her whims.",https://store.steampowered.com/app/1848180/Hero_Siege__Illusionist_Class,"3,44€",-50%,"6,89€",14 FEB 2022,0,29 reseñas de usuarios,Variadas,Rol-Rol de acción-Pixelados-Hack and slash-Roguelike de acción
pureya,Arcade y ritmo-Plataforma y corredores,¡Un juego diferente cada 10 segundos!,https://store.steampowered.com/app/1268960/pureya,"2,99€",-50%,"5,99€",26 MAR 2021,0,2160 reseñas de usuarios,Extremadamente positivas,Minijuegos-Arcade-Casuales-2D-Un jugador
Teenage Mutant Ninja Turtles: Shredder's Revenge,Arcade y ritmo-Lucha y artes marciales-Plataforma y corredores,"TMNT: Shredder’s Revenge reúne a Leonardo, Michelangelo, Donatello y Raphael para repartir estopa en un fabuloso y magníficamente realizado beat ‘em up.",https://store.steampowered.com/app/1361510/Teenage_Mutant_Ninja_Turtles_Shredders_Revenge,"24,99€",,,16 JUN 2022,0,11.871 reseñas de usuarios,Muy positivas,Peleas callejeras-Multijugador-Pixelados-Desplazamiento lateral-Campañas cooperativas
Crypt of the NecroDancer: Hatsune Miku Character DLC,Arcade y ritmo,"¡Desciende por Crypt of the NecroDancer como la única e inimitable Hatsune Miku! Derrota con estilo a todo monstruo que se te cruce con tu fiel puerro, tus atuendos más característicos y tus incomparables movimientos de baile.",https://store.steampowered.com/app/2828720/Crypt_of_the_NecroDancer_Hatsune_Miku_Character_DLC,"1,59€",-20%,"1,99€",4 ABR 2024,0,483 reseñas de usuarios,Muy positivas,Rol-Indie-Acción-Anime-Ritmo
Deep Rock Galactic: Survivor,Arcade y ritmo-Matamarcianos-Roguelike,"DEEP ROCK GALACTIC: SURVIVOR es un auto-shooter de supervivencia para un jugador. Acaba con hordas de letales alienígenas, descubre tesoros, y sobrevive desbloqueando poderosas mejoras del arsenal de la saga Deep Rock Galactic. ¡Ahora le toca a un solo enano enfrentarse a todo el planeta Hoxxes!",https://store.steampowered.com/app/2321470/Deep_Rock_Galactic_Survivor,"12,99€",,,14 FEB 2024,0,33.921 reseñas de usuarios,Muy positivas,Enanos-Roguelike de acción-Lluvia de balas-Roguelite-Muerte desde arriba
Mighty Morphin Power Rangers: Rita's Rewind,Arcade y ritmo-Lucha y artes marciales,¡Vuelve a contemplar los orígenes de los Power Rangers por primera vez!,https://store.steampowered.com/app/2816870/Mighty_Morphin_Power_Rangers_Ritas_Rewind,"33,99€",,,10 DIC 2024,0,519 reseñas de usuarios,Variadas,Peleas callejeras-Acción-Arcade-Pixelados-2D
Crisis Brigade 2 reloaded,Arcade y ritmo,"Crisis Brigade 2 reloaded is about covering, pointing and shooting, fast-paced pure action. Intense shootouts, powerful weapons, challenging levels, fierce enemies... Like the 90's classic arcade machines, but with the immersion that Virtual Reality is capable of.",https://store.steampowered.com/app/1066180/Crisis_Brigade_2_reloaded,"8,39€",-50%,"16,79€",11 NOV 2021,0,301 reseñas de usuarios,Muy positivas,Acción-RV-Indie-Violentos-Disparos
Rustler (Grand Theft Horse),Arcade y ritmo-Matamarcianos,"Sé un criminal medieval en este alocado juego de mundo abierto y acción, lleno de referencias a la cultura popular. Haz misiones absurdas, mata a héroes, roba caballos y a los plebeyos, enfréntate a los guardias, escucha a los bardos... ¡y mucho más! ¡Y con un modo de juego de la vieja escuela!",https://store.steampowered.com/app/844260/Rustler_Grand_Theft_Horse,"4,19€",-80%,"20,99€",31 AGO 2021,0,1008 reseñas de usuarios,Mayormente positivas,Crimen-Mundo abierto-Divertidos-Medievales-Muerte desde arriba
Pocket Bravery,Arcade y ritmo-Lucha y artes marciales,"¡Inspirado en los juegos de lucha clásicos de los 90 como Street Fighter, Fatal Fury y The King of Fighters, Pocket Bravery adopta la estética de la Neo Geo Pocket, convirtiéndose en un juego de lucha moderno con un toque retro!",https://store.steampowered.com/app/1555150/Pocket_Bravery,"19,99€",,,31 AGO 2023,0,427 reseñas de usuarios,Muy positivas,Lucha-Competitivos-Pixelados-Multijugador-Luchador en 2D
Hi-Fi RUSH,Arcade y ritmo-Hack and slash-Lucha y artes marciales-Plataforma y corredores,"Pon a prueba tu destreza en dos nuevos modos de juego, descubre nuevas recompensas y secretos en la actualización «Reto arcade». 
Siente el ritmo y acompaña a Chai y a su grupo en su lucha contra una malvada empresa en un mundo sincronizado con la música.",https://store.steampowered.com/app/1817230/HiFi_RUSH,"29,99€",,,25 ENE 2023,0,25.542 reseñas de usuarios,Extremadamente positivas,Ritmo-Acción-Hack and slash-Un jugador-Gran banda sonora
MYRIAD DEATH,Arcade y ritmo-Hack and slash-Matamarcianos,This is an exhilarating action and shooting game where you fight using weapons with different abilities.,https://store.steampowered.com/app/3324320/MYRIAD_DEATH,"7,03€",-20%,"8,79€",25 MAR 2025,0,118 reseñas de usuarios,Muy positivas,Roguelike de acción-Exploración-Lluvia de balas-Muerte desde arriba-Hack and slash
Death Must Die,Arcade y ritmo-Hack and slash-Matamarcianos,"Descend the nether in search of Death himself! 
Choose from God-given powers to slay his hordes of minions. Unlock new heroes, collect powerful items and create game-breaking synergies in this roguelite hack and slash survivors game.",https://store.steampowered.com/app/2334730/Death_Must_Die,"6,89€",,,14 NOV 2023,0,18.752 reseñas de usuarios,Muy positivas,Roguelike de acción-Lluvia de balas-Roguelite-Pixelados-Rol
Mortal Kombat X,Arcade y ritmo-Lucha y artes marciales,"""Disfruta de la nueva generación de la franquicia de lucha n.º 1.

Mortal Kombat X reúne un aspecto cinematográfico y una mecánica de juego nunca vistos.""",https://store.steampowered.com/app/307780/Mortal_Kombat_X,"3,99€",-80%,"19,99€",14 ABR 2015,0,35.505 reseñas de usuarios,Muy positivas,Lucha-Sangriento-Acción-Violentos-Multijugador
Iron Saga VS,Arcade y ritmo-Hack and slash-Lucha y artes marciales,"Take control of an assortment of superb mechs and engage in thrilling combat with other enthusiasts on the same battlefield!

In addition to original mecha, well-known IPs such as ""Mazinger Z"" and “Dancouga – Super Beast Machine God” also ready for the mecha war!",https://store.steampowered.com/app/2463800/Iron_Saga_VS,"25,49€",-15%,"29,99€",21 MAR 2025,0,178 reseñas de usuarios,Mayormente positivas,Acción-Luchador en 2D-Robots-Arcade-Mechas
Need for Speed™,Arcade y ritmo-Carreras-Simulador de carreras,Adelántate,https://store.steampowered.com/app/1262540/Need_for_Speed,"29,99€",,,4 JUN 2020,0,19.140 reseñas de usuarios,Mayormente positivas,Carreras-Multijugador-Conducción-Mundo abierto-Acción
Crypt of the NecroDancer: AMPLIFIED,Arcade y ritmo,"¡Presentamos la precuela de Crypt of the NecroDancer en forma de contenido descargable! En Crypt of the NecroDancer: AMPLIFIED controlas a Nocturna, nuestra metamórfica protagonista, mientras se abre paso a golpes a en nuevos y alucinantes niveles, batallas contra jefes y más.",https://store.steampowered.com/app/554000/Crypt_of_the_NecroDancer_AMPLIFIED,"1,37€",-80%,"6,89€",24 ENE 2017,0,351 reseñas de usuarios,Muy positivas,Indie-Acción-Rol-Ritmo-Roguelike
Anger Foot,Arcade y ritmo,Anger Foot es un frenético juego de disparos en primera persona en el que tus poderosas patadas solo serán superadas por el trepidante ritmo de la música.,https://store.steampowered.com/app/1978590/Anger_Foot,"24,99€",,,11 JUL 2024,0,2496 reseñas de usuarios,Muy positivas,FPS-De ritmo rápido-Arcade-Disparos clásicos-Acción
A Dance of Fire and Ice,Arcade y ritmo,A Dance of Fire and Ice es un juego de ritmo estricto que trata sobre golpear en el ritmo principal de la música. Mantén tu enfoque mientras guías a dos planetas que orbitan a través de un camino sinuoso sin romper su perfecto equilibrio.,https://store.steampowered.com/app/977950/A_Dance_of_Fire_and_Ice,"4,99€",,,25 ENE 2019,0,67.453 reseñas de usuarios,Muy positivas,Ritmo-Música-Difíciles-Editor de niveles-Un jugador
"Warhammer 40,000: Boltgun",Arcade y ritmo,"Carga tu Boltgun y desata el arsenal de Marine Espacial para abrirte camino a través de una vorágine de sprites, píxeles y sangre en la mezcla perfecta de Warhammer 40,000 y la mecánica y estilo visual de los shooter retro de los 90.",https://store.steampowered.com/app/2005010/Warhammer_40000_Boltgun,"21,99€",,,23 MAY 2023,0,12.910 reseñas de usuarios,Muy positivas,Disparos clásicos-FPS-Warhammer 40K-Retro-Disparos
Reality Break,Arcade y ritmo-Matamarcianos,"Rewrite the universe! Break reality to change your fate, and use your powers to stop sinister forces from altering existence itself. Discover the origin of your new abilities in a fast-paced ARPG Loot Collection Roguelite where you will bend, break, and change the laws of the universe!",https://store.steampowered.com/app/1473060/Reality_Break,"24,50€",,,10 FEB 2025,0,477 reseñas de usuarios,Muy positivas,Rol de acción-Roguelite-Ciencia ficción-Botín-Espacio
Door Kickers 2: Task Force North,Arcade y ritmo-Estrategia en tiempo real-Matamarcianos,"Dirige equipos militares de Operaciones Especiales en emocionantes combates tácticos contra organizaciones terroristas de Oriente Medio. La secuela del ""Mejor Juego Táctico de 2014"" según RockPaperShotgun.",https://store.steampowered.com/app/1239080/Door_Kickers_2_Task_Force_North,"24,00€",,,10 FEB 2025,0,9487 reseñas de usuarios,Extremadamente positivas,Tácticos-De arriba a abajo-Tiempo real con pausas-Tácticas en tiempo real-Militares
Cuphead - The Delicious Last Course,Arcade y ritmo-Matamarcianos-Plataforma y corredores,"¡Te espera un segundo plato de Cuphead aderezado con sabrosa acción! ¡Descubre una nueva Isla Tintero repleta de jefes finales, secretos y aventuras por doquier!",https://store.steampowered.com/app/1117850/Cuphead__The_Delicious_Last_Course,"7,99€",,,30 JUN 2022,0,4323 reseñas de usuarios,Extremadamente positivas,Indie-Acción-Difíciles-Dibujos animados-Cooperativos
Hero Siege - Shaman Class,Arcade y ritmo-Hack and slash-Matamarcianos,The Shaman is an elementalist who manipulates elements of nature or binds them to totems to fight for him!,https://store.steampowered.com/app/488470/Hero_Siege__Shaman_Class,"2,94€",-50%,"5,89€",20 JUN 2016,0,45 reseñas de usuarios,Positivas,Rol-Rol de acción-Pixelados-Hack and slash-Roguelike de acción
FlatOut 4: Total Insanity,Arcade y ritmo-Carreras,"¡FlatOut ha vuelto! 

FlatOut 4: Total Insanity™, donde la conducción temeraria nunca ha sido tan divertida.
FlatOut 4: Total Insanity™ combina todo lo que el público siempre ha adorado de FlatOut en una sola oferta. También presentamos funciones, modos de juego y vehículos totalmente nuevos y emocionantes, que pronto se convertirán en favoritos de los jugadores. Otra entrega de carreras de demolición y competición con una gran variedad de circuitos, modos, arenas y opciones multijugador. Te damos la bienvenida una vez más a FlatOut.",https://store.steampowered.com/app/402130/FlatOut_4_Total_Insanity,"5,79€",-80%,"28,99€",4 ABR 2017,0,1762 reseñas de usuarios,Variadas,Carreras-Simulador de automóviles-Multijugador-Destrucción-Acción
Street Fighter V,Arcade y ritmo-Lucha y artes marciales,"Experimenta la intensidad de la batalla cara a cara en Street Fighter® V.Elige entre 16 personajes icónicos, cada uno con su propia historia personal y desafíos de entrenamiento únicos, y luego lucha contra amigos en línea o sin conexión con una sólida variedad de opciones para cada partida.",https://store.steampowered.com/app/310950/Street_Fighter_V,"19,99€",,,16 FEB 2016,0,27.282 reseñas de usuarios,Mayormente positivas,Lucha-Acción-Luchador en 2D-Multijugador-Competitivos
DRAGON BALL XENOVERSE 2 - FUTURE SAGA Chapter 1,Arcade y ritmo,"¡El primer capítulo de la serie FUTURE SAGA describe una alteración de la historia sin precedentes! Incluye nuevos personajes jugables, nuevas misiones adicionales, misiones secundarias, movimientos adicionales y trajes.",https://store.steampowered.com/app/2814240/DRAGON_BALL_XENOVERSE_2__FUTURE_SAGA_Chapter_1,"19,99€",,,23 MAY 2024,0,68 reseñas de usuarios,Variadas,Acción-Aventura-Casuales-Multijugador masivo-JcJ
Shotgun King: The Final Checkmate,Arcade y ritmo-Cartas y mesa-Estrategia por turnos-Matamarcianos,"Como el ajedrez, pero reemplazando todas tus piezas por un único rey… con una escopeta. Shotgun King es un juego de estrategia único que da una sorprendente vuelta de tuerca a las mecánicas del atemporal juego de tablero.",https://store.steampowered.com/app/1972440/Shotgun_King_The_Final_Checkmate,"9,99€",,,12 MAY 2022,0,4989 reseñas de usuarios,Muy positivas,Ajedrez-Estrategia por turnos-Estrategia-Roguelike-Roguelike de acción
AK-xolotl: Together,Arcade y ritmo-Matamarcianos,"El juego de disparos roguelike más adorable, mortífero y ÚNICO, con axolotls armados con AK. Ábrete camino a través del reino animal con un arsenal de impresionantes armas de fuego, poderosos potenciadores e incluso un ejército de bebés axolotl de gatillo fácil.",https://store.steampowered.com/app/1479140/AKxolotl_Together,"18,99€",,,14 SEPT 2023,0,762 reseñas de usuarios,Mayormente positivas,Un jugador-Lluvia de balas-Roguelike de acción-Pixelados-Roguelike
Bubble Ghost Remake,Arcade y ritmo-Plataforma y corredores,"Guía a un pequeño fantasma y su burbuja a través de un castillo encantado lleno de peligros y desafíos en este increíble remake del popular clásico ""Bubble Ghost"". Sus más de 40 niveles que mezclan habilidad con ingeniosos puzles y sus feroces jefes finales te mantendrán enganchado durante horas.",https://store.steampowered.com/app/2412240/Bubble_Ghost_Remake,"17,99€",-10%,"19,99€",27 MAR 2025,0,,,Acción-Aventura-Acción y aventura-Arcade-Plataformas 2D
FlatOut 2,Arcade y ritmo-Carreras,"Experience the drive of your life as you throw yourself around on and off the track causing fences to shatter, tyre walls explode, water tanks and barrels fly across the track into other cars.",https://store.steampowered.com/app/2990/FlatOut_2,"1,99€",-80%,"9,99€",22 DIC 2006,0,16.076 reseñas de usuarios,Extremadamente positivas,Carreras-Carreras de combate-Multijugador-Destrucción-Simulador de automóviles
Tunguska: Slaughterhouse,Arcade y ritmo-Matamarcianos,A wave defense mode set in a new location in Tunguska. Stop the waves of minions from energizing Valentin and claiming the Zone. Arm and supply yourself with Soul Stones left by your fallen foes. Use your creativity with all the gears in the game to outgun a seemingly undefeatable enemy.,https://store.steampowered.com/app/2692830/Tunguska_Slaughterhouse,"3,23€",-45%,"5,89€",26 FEB 2024,0,14 reseñas de usuarios,Positivas,Acción y aventura-Aventura-Ambientales-Sigilo-De arriba a abajo
Vampire Survivors: Emergency Meeting,Arcade y ritmo-Matamarcianos,"Reúne a tu tripulación, expulsa a los impostores y desata el caos en Vampire Survivors: Emergency Meeting.",https://store.steampowered.com/app/2690330/Vampire_Survivors_Emergency_Meeting,"2,49€",,,18 DIC 2023,0,1005 reseñas de usuarios,Muy positivas,Roguelike de acción-Lluvia de balas-Pixelados-Indie-Roguelite
Disney Speedstorm,Arcade y ritmo-Carreras-Deportes y carreras-Simulador de carreras,"¡Te damos la bienvenida a Disney Speedstorm!
Adéntrate en el mejor juego de carreras en circuitos de alta velocidad inspirados en los mundos de Disney y Pixar. Domina habilidades únicas de cada personaje y hazte con la victoria en estas emocionantes carreras de los creadores de la serie Asphalt.",https://store.steampowered.com/app/1537830/Disney_Speedstorm,0€,,,18 ABR 2023,0,7070 reseñas de usuarios,Variadas,Carreras-Multijugador-Acción-Carreras de combate-Arcade
Nine Parchments,Arcade y ritmo-Matamarcianos,"Nine Parchments es un juego de combate cooperativo y de magia caótica de Frozenbyte, creadores de la saga de Trine.",https://store.steampowered.com/app/471550/Nine_Parchments,"3,99€",-80%,"19,99€",5 DIC 2017,0,3800 reseñas de usuarios,Mayormente positivas,Rol de acción-Disparos con doble stick-4 jugadores en modo local-Magia-Isométricos
